yr,blk,AJ01,J11,J13,J14,J15,J16,J17,J18,J19,J110,J111,J112,J113
24,J,100002,1,0325003,27,82.39,82.39,23722300.0,0.0,0.0,0.0,0.0,287932.15,23722300.0
24,J,100002,12,9995000,0,0.0,0.0,23722300.0,0.0,0.0,0.0,0.0,0.0,23722300.0
24,J,100004,1,0325003,27,34.57,34.9,7076760.0,0.0,0.0,0.0,0.0,202772.49,7009845.0
24,J,100004,12,9995000,0,0.0,0.0,7076760.0,0.0,0.0,0.0,0.0,0.0,7009845.0
24,J,100005,1,0325003,27,192.0,196.0,33341142.0,0.0,0.0,0.0,0.0,170107.87,32660711.0
24,J,100005,12,9995000,0,0.0,0.0,33341142.0,0.0,0.0,0.0,0.0,0.0,32660711.0
24,J,100007,1,0325003,27,22.59,13.74,2895700.0,0.0,0.0,0.0,0.0,210749.64,4760834.0
24,J,100007,12,9995000,0,0.0,0.0,2895700.0,0.0,0.0,0.0,0.0,0.0,4760834.0
24,J,100008,1,0325003,27,93.56,95.97,42984103.0,0.0,0.0,0.0,0.0,447891.04,41904686.0
24,J,100008,12,9995000,0,0.0,0.0,42984103.0,0.0,0.0,0.0,0.0,0.0,41904686.0
24,J,100009,1,1710003,13,22154.69,22154.69,80709528.0,0.0,0.0,0.0,0.0,3643.0,80709528.0
24,J,100009,12,9995000,0,0.0,0.0,80709528.0,0.0,0.0,0.0,0.0,0.0,80709528.0
24,J,100010,1,2112100,27,100.0,100.0,37178764.0,0.0,0.0,0.0,0.0,371787.64,37178764.0
24,J,100010,12,9995000,0,0.0,0.0,37178764.0,0.0,0.0,0.0,0.0,0.0,37178764.0
24,J,100011,1,2143999,12,268355.01,271206.0,10305864.0,0.0,0.0,0.0,0.0,38.0,10197526.0
24,J,100011,12,9995000,0,0.0,0.0,10305864.0,0.0,0.0,0.0,0.0,0.0,10197526.0
24,J,100012,1,2149600,27,47.51,81.61,11425185.0,0.0,0.0,0.0,0.0,139997.37,6651275.0
24,J,100012,12,9995000,0,0.0,0.0,11425185.0,0.0,0.0,0.0,0.0,0.0,6651275.0
24,J,100013,1,2143501,7,6075.04,6192.84,207626340.0,10371317.0,6853780.0,2221652.0,0.0,30386.65,184600088.0
24,J,100013,2,2143901,12,4300866.01,4300965.0,161487690.0,8065365.0,5589720.0,2012871.0,0.0,33.9,145816378.0
24,J,100013,3,2143301,7,1025.12,1045.91,84156124.0,3031236.0,5207470.0,757720.0,0.0,71860.46,73665698.0
24,J,100013,4,2143599,7,1504.0,1506.0,60068946.0,3309407.0,1967888.0,212420.0,0.0,36241.19,54506749.0
24,J,100013,5,2441003,12,691498.0,691498.0,6984130.0,0.0,0.0,0.0,0.0,10.1,6984130.0
24,J,100013,12,9995000,0,0.0,0.0,520323230.0,24777325.0,19618858.0,5204663.0,0.0,0.0,465573043.0
24,J,100014,1,2143999,12,564620.0,569700.0,17036172.0,0.0,0.0,0.0,0.0,29.9,16884261.0
24,J,100014,2,2449001,12,382411.0,382411.0,4212057.0,0.0,0.0,0.0,0.0,11.01,4212057.0
24,J,100014,12,9995000,0,0.0,0.0,21248229.0,0.0,0.0,0.0,0.0,0.0,21096318.0
24,J,100015,1,2399506,9,53504.0,53429.0,3698178.0,0.0,0.0,0.0,0.0,69.22,3703369.0
24,J,100015,2,2399501,9,18455.0,18395.0,1905123.0,0.0,0.0,0.0,0.0,103.57,1911337.0
24,J,100015,12,9995000,0,0.0,0.0,5603301.0,0.0,0.0,0.0,0.0,0.0,5614706.0
24,J,100016,1,2149600,27,228.23,254.37,43523120.0,6639120.0,0.0,0.0,0.0,145001.38,33093664.0
24,J,100016,12,9995000,0,0.0,0.0,43523120.0,6639120.0,0.0,0.0,0.0,0.0,33093664.0
24,J,100020,1,2143904,12,2475000.0,2475000.0,164213694.0,0.0,0.0,5506608.0,0.0,64.12,158707086.0
24,J,100020,12,9995000,0,0.0,0.0,164213694.0,0.0,0.0,5506608.0,0.0,0.0,158707086.0
24,J,100021,1,2143904,12,1270423.0,1280583.0,42010564.0,5301585.0,0.0,0.0,0.0,28.67,36417734.0
24,J,100021,2,2441003,12,5407799.99,5509800.0,42587542.0,5388131.0,0.0,0.0,0.0,6.75,36510758.0
24,J,100021,3,2449002,12,1203874.98,1408875.0,23842798.0,3454750.0,0.0,0.0,0.0,14.47,17421461.0
24,J,100021,12,9995000,0,0.0,0.0,108440904.0,14144466.0,0.0,0.0,0.0,0.0,90349953.0
24,J,100024,1,2159001,27,8186.46,8200.0,779214792.0,339540.0,0.0,11574342.0,0.0,93573.28,766033928.0
24,J,100024,2,2154901,27,2552.0,2570.0,327887490.0,141042.0,0.0,4807803.0,0.0,125657.06,320676818.0
24,J,100024,3,2171008,27,5427.0,5440.0,107295831.0,41799.0,0.0,1424536.0,0.0,19453.95,105576595.0
24,J,100024,12,9995000,0,0.0,0.0,1214398113.0,522381.0,0.0,17806681.0,0.0,0.0,1192287341.0
24,J,100025,1,2154901,27,1368.0,1368.0,242170274.0,651370.0,0.0,284563.0,0.0,176340.89,241234341.0
24,J,100025,2,2154999,27,2080.0,2080.0,293295109.0,814212.0,0.0,355704.0,0.0,140444.8,292125193.0
24,J,100025,3,2171008,27,90.7,92.1,2690780.0,162843.0,0.0,71142.0,0.0,26676.68,2419670.0
24,J,100025,12,9995000,0,0.0,0.0,538156163.0,1628425.0,0.0,711409.0,0.0,0.0,535779204.0
24,J,100027,1,2154901,27,3526.0,3519.0,556578325.0,0.0,0.0,6458765.0,0.0,156328.38,551213859.0
24,J,100027,2,2171008,27,8714.15,8705.0,241002492.0,0.0,0.0,1968315.0,0.0,27459.41,239285431.0
24,J,100027,12,9995000,0,0.0,0.0,797580817.0,0.0,0.0,8427080.0,0.0,0.0,790499290.0
24,J,100028,1,2171099,27,677.6,1028.74,29384390.0,0.0,0.0,164400.0,0.0,28403.67,19246326.0
24,J,100028,2,2154800,27,61.6,88.1,7596800.0,0.0,0.0,96643.0,0.0,85132.32,5244151.0
24,J,100028,12,9995000,0,0.0,0.0,36981190.0,0.0,0.0,261043.0,0.0,0.0,24490477.0
24,J,100029,1,2154901,27,5790.88,5941.45,683267963.0,0.0,0.0,15065940.0,0.0,112464.47,651268248.0
24,J,100029,2,2171099,27,17480.24,17550.67,344344047.0,0.0,0.0,883401.0,0.0,19569.66,342082355.0
24,J,100029,3,2154100,27,189.81,183.8,17503275.0,0.0,0.0,289045.0,0.0,93657.4,17777111.0
24,J,100029,12,9995000,0,0.0,0.0,1045115285.0,0.0,0.0,16238386.0,0.0,0.0,1011127714.0
24,J,100030,1,2154901,27,919.26,938.0,130187843.0,0.0,0.0,50420.0,0.0,138739.26,127537449.0
24,J,100030,11,9921100,0,0.0,0.0,1236501.0,0.0,0.0,0.0,0.0,0.0,1236501.0
24,J,100030,12,9995000,0,0.0,0.0,131424344.0,0.0,0.0,50420.0,0.0,0.0,128773950.0
24,J,100031,1,2154901,27,11902.0,11948.0,1905012867.0,0.0,0.0,5485960.0,0.0,158982.83,1892213697.0
24,J,100031,2,2171008,27,23928.44,24021.0,569029817.0,0.0,0.0,1638664.0,0.0,23620.63,565204827.0
24,J,100031,12,9995000,0,0.0,0.0,2474042684.0,0.0,0.0,7124624.0,0.0,0.0,2457418524.0
24,J,100032,1,2211002,7,7009.0,7009.7,304417304.0,14496062.0,0.0,485840.0,0.0,41290.7,289406499.0
24,J,100032,2,2223002,27,2109.0,2112.17,163085606.0,7765981.0,0.0,222300.0,0.0,73430.32,154864551.0
24,J,100032,3,2224102,27,7.57,8.72,3841057.0,411542.0,0.0,0.0,0.0,393293.0,2977228.0
24,J,100032,4,2225100,27,66.89,66.26,18181744.0,1948044.0,0.0,78400.0,0.0,243816.78,16308905.0
24,J,100032,5,2224101,27,10.52,11.55,4168497.0,446625.0,0.0,78400.0,0.0,315452.12,3318556.0
24,J,100032,12,9995000,0,0.0,0.0,493694208.0,25068254.0,0.0,864940.0,0.0,0.0,466875739.0
24,J,100034,1,2222902,27,22124.5,22124.5,1085000213.0,51666676.0,0.0,46030157.0,0.0,44624.89,987303380.0
24,J,100034,2,2223002,27,1445.6,1445.6,111639762.0,5316179.0,0.0,5046429.0,0.0,70058.91,101277154.0
24,J,100034,3,2224101,27,8.05,7.32,2912554.0,312059.0,0.0,38763.0,0.0,349963.39,2817205.0
24,J,100034,4,2225100,27,90.7,89.47,38480150.0,4122873.0,0.0,444541.0,0.0,379040.3,34378956.0
24,J,100034,5,2224102,27,2.35,2.1,1353122.0,144977.0,0.0,28756.0,0.0,561613.81,1319792.0
24,J,100034,11,9921100,0,0.0,0.0,134614.0,0.0,0.0,0.0,0.0,0.0,134614.0
24,J,100034,12,9995000,0,0.0,0.0,1239520415.0,61562764.0,0.0,51588646.0,0.0,0.0,1127231101.0
24,J,100035,1,2211002,7,3873.85,3880.03,162961586.0,0.0,0.0,3524329.0,0.0,41091.76,159183310.0
24,J,100035,2,2223002,27,308.2,311.0,25498414.0,0.0,0.0,666717.0,0.0,79844.68,24608132.0
24,J,100035,3,2225100,27,61.0,61.0,15241938.0,0.0,0.0,214365.0,0.0,246353.66,15027573.0
24,J,100035,12,9995000,0,0.0,0.0,203701938.0,0.0,0.0,4405411.0,0.0,0.0,198819015.0
24,J,100036,1,2211002,7,5466.02,5466.02,250638040.0,0.0,0.0,1715008.0,0.0,45540.06,248923032.0
24,J,100036,2,2223002,27,764.0,764.0,62659510.0,0.0,0.0,428752.0,0.0,81453.87,62230758.0
24,J,100036,12,9995000,0,0.0,0.0,313297550.0,0.0,0.0,2143760.0,0.0,0.0,311153790.0
24,J,100037,1,2224102,27,230.0,230.0,110510340.0,0.0,0.0,0.0,0.0,480479.74,110510340.0
24,J,100037,2,2221100,27,196.42,265.0,90417551.0,0.0,0.0,0.0,0.0,341198.31,67018171.0
24,J,100037,12,9995000,0,0.0,0.0,200927891.0,0.0,0.0,0.0,0.0,0.0,177528511.0
24,J,100038,1,2211099,7,1292.0,1189.0,65752995.0,0.0,0.0,11662.0,0.0,55291.28,71436335.0
24,J,100038,12,9995000,0,0.0,0.0,65752995.0,0.0,0.0,11662.0,0.0,0.0,71436335.0
24,J,100039,1,2211099,7,95.02,84.03,4015000.0,0.0,0.0,0.0,0.0,47778.33,4539685.0
24,J,100039,12,9995000,0,0.0,0.0,4015000.0,0.0,0.0,0.0,0.0,0.0,4539685.0
24,J,100040,1,2227003,9,171706.65,171706.65,26872090.0,0.0,0.0,0.0,0.0,156.5,26872090.0
24,J,100040,12,9995000,0,0.0,0.0,26872090.0,0.0,0.0,0.0,0.0,0.0,26872090.0
24,J,100041,1,2449002,12,168097.0,168097.0,7698509.0,924181.0,0.0,0.0,0.0,40.3,6774328.0
24,J,100041,12,9995000,0,0.0,0.0,7698509.0,924181.0,0.0,0.0,0.0,0.0,6774328.0
24,J,100043,1,2311001,27,129594.4,128578.98,3738902771.0,17295958.0,0.0,96810084.0,500000.0,28195.1,3653926594.0
24,J,100043,2,3912003,27,19798.78,19798.78,421638272.0,0.0,0.0,13567932.0,0.0,20610.88,408070340.0
24,J,100043,11,9921100,0,0.0,0.0,717947.0,0.0,0.0,0.0,0.0,0.0,717947.0
24,J,100043,12,9995000,0,0.0,0.0,4161258990.0,17295958.0,0.0,110378016.0,500000.0,0.0,4062714881.0
24,J,100044,1,2311001,27,3230.0,3230.0,107459099.0,0.0,0.0,618088.0,0.0,33077.71,106841011.0
24,J,100044,2,3912003,27,380.0,380.0,10640000.0,0.0,0.0,0.0,0.0,28000.0,10640000.0
24,J,100044,3,2313007,27,190.0,190.0,7220000.0,0.0,0.0,0.0,0.0,38000.0,7220000.0
24,J,100044,12,9995000,0,0.0,0.0,125319099.0,0.0,0.0,618088.0,0.0,0.0,124701011.0
24,J,100045,1,2311001,27,602.0,602.0,19345545.0,0.0,0.0,106250.0,0.0,31958.96,19239295.0
24,J,100045,2,2313007,27,38.0,38.0,1292000.0,0.0,0.0,0.0,0.0,34000.0,1292000.0
24,J,100045,3,3912003,27,102.0,102.0,2244000.0,0.0,0.0,0.0,0.0,22000.0,2244000.0
24,J,100045,12,9995000,0,0.0,0.0,22881545.0,0.0,0.0,106250.0,0.0,0.0,22775295.0
24,J,100046,1,2311001,27,3545.0,3692.6,109052330.0,0.0,0.0,100757.0,0.0,29505.38,104596579.0
24,J,100046,2,3912003,27,405.0,405.0,11312000.0,0.0,0.0,100000.0,0.0,27683.95,11212000.0
24,J,100046,3,2313007,27,210.0,210.0,7070000.0,0.0,0.0,0.0,0.0,33666.67,7070000.0
24,J,100046,12,9995000,0,0.0,0.0,127434330.0,0.0,0.0,200757.0,0.0,0.0,122878579.0
24,J,100047,1,2311001,27,24077.0,24125.0,611711503.0,0.0,0.0,1101264.0,0.0,25310.27,609395346.0
24,J,100047,2,3912003,27,5461.5,5470.0,107949089.0,0.0,0.0,194341.0,0.0,19699.22,107587305.0
24,J,100047,12,9995000,0,0.0,0.0,719660592.0,0.0,0.0,1295605.0,0.0,0.0,716982651.0
24,J,100049,1,2311001,27,6304.14,6372.43,164854800.0,0.0,0.0,454722.0,0.0,25798.65,162638288.0
24,J,100049,2,3912003,27,3333.13,3374.52,72797169.0,0.0,0.0,0.0,0.0,21572.6,71904279.0
24,J,100049,12,9995000,0,0.0,0.0,237651969.0,0.0,0.0,454722.0,0.0,0.0,234542567.0
24,J,100051,1,2311001,27,5595.81,5595.81,159742479.0,100333.0,0.0,0.0,0.0,28528.87,159642146.0
24,J,100051,2,3912003,27,1378.58,1378.58,36387402.0,0.0,0.0,0.0,0.0,26394.84,36387402.0
24,J,100051,12,9995000,0,0.0,0.0,196129881.0,100333.0,0.0,0.0,0.0,0.0,196029548.0
24,J,100053,1,2311001,27,6650.25,6368.08,153623684.0,0.0,0.0,0.0,16010.0,24126.53,160447478.0
24,J,100053,2,3912003,27,46.36,45.93,1024922.0,0.0,0.0,0.0,8450.0,22498.96,1043121.0
24,J,100053,12,9995000,0,0.0,0.0,154648606.0,0.0,0.0,0.0,24460.0,0.0,161490599.0
24,J,100054,1,2311001,27,47798.0,47556.0,1418766850.0,7033085.0,0.0,24148952.0,0.0,29177.91,1394645868.0
24,J,100054,2,3912003,27,13529.0,13523.0,250370630.0,0.0,0.0,0.0,0.0,18514.43,250481717.0
24,J,100054,12,9995000,0,0.0,0.0,1669137480.0,7033085.0,0.0,24148952.0,0.0,0.0,1645127585.0
24,J,100056,1,2316106,27,21034.86,13314.27,981235158.0,0.0,0.0,7344000.0,0.0,73146.42,1538624661.0
24,J,100056,2,3912002,27,3824.5,2987.0,67207500.0,0.0,0.0,0.0,0.0,22500.0,86051250.0
24,J,100056,3,0191302,27,5099.36,6258.9,26688680.0,0.0,0.0,0.0,0.0,4264.12,21744266.0
24,J,100056,12,9995000,0,0.0,0.0,1075131338.0,0.0,0.0,7344000.0,0.0,0.0,1646420177.0
24,J,100057,1,2316106,27,12342.08,11484.89,989446848.0,268412.0,0.0,5416481.0,0.0,85657.06,1057186333.0
24,J,100057,2,2316199,27,14543.43,15784.45,975643845.0,235989.0,0.0,4793932.0,0.0,61491.78,894301395.0
24,J,100057,3,2316102,27,12708.13,13654.64,755492932.0,185689.0,0.0,3593843.0,0.0,55051.87,699606259.0
24,J,100057,4,3912002,27,7683.93,7754.32,184575432.0,87910.0,0.0,2467812.0,0.0,23473.33,180367422.0
24,J,100057,5,0191302,27,9186.28,9565.42,176793943.0,0.0,0.0,632932.0,0.0,18416.44,169178601.0
24,J,100057,12,9995000,0,0.0,0.0,3081953000.0,778000.0,0.0,16905000.0,0.0,0.0,3000640010.0
24,J,100058,1,2311001,27,40632.0,39221.0,1050139995.0,0.0,0.0,10767901.0,0.0,26500.4,1076764155.0
24,J,100058,2,3912003,27,7886.0,7686.0,157521010.0,0.0,0.0,1480586.0,0.0,20301.9,160100805.0
24,J,100058,3,2313007,27,4507.0,4307.0,105014212.0,0.0,0.0,1211389.0,0.0,24100.96,108623014.0
24,J,100058,12,9995000,0,0.0,0.0,1312675217.0,0.0,0.0,13459876.0,0.0,0.0,1345487974.0
24,J,100059,1,2311001,27,1441.18,1360.63,36250935.0,1726235.0,0.0,124700.0,0.0,25282.41,36436498.0
24,J,100059,2,3912003,27,479.98,327.18,7826997.0,372714.0,0.0,38369.0,0.0,22666.16,10879303.0
24,J,100059,12,9995000,0,0.0,0.0,44077932.0,2098949.0,0.0,163069.0,0.0,0.0,47315801.0
24,J,100061,1,2311001,27,2106.03,2062.17,58078040.0,110030.0,0.0,0.0,0.0,28110.2,59200923.0
24,J,100061,2,3912003,27,866.38,790.17,20422520.0,0.0,0.0,0.0,0.0,25845.73,22392223.0
24,J,100061,3,2317007,27,13.06,12.16,1174400.0,0.0,0.0,0.0,0.0,96578.95,1261321.0
24,J,100061,12,9995000,0,0.0,0.0,79674960.0,110030.0,0.0,0.0,0.0,0.0,82854467.0
24,J,100062,1,2342001,9,16260222.0,16261728.0,1391899000.0,0.0,0.0,43064000.0,0.0,82.95,1348710084.0
24,J,100062,2,2143999,12,766360.99,724779.0,28783000.0,0.0,0.0,879000.0,0.0,38.5,29504907.0
24,J,100062,12,9995000,0,0.0,0.0,1420682000.0,0.0,0.0,43943000.0,0.0,0.0,1378214991.0
24,J,100063,1,2342003,9,7235.56,5905.23,2287985.0,0.0,0.0,12300.0,0.0,385.37,2788351.0
24,J,100063,12,9995000,0,0.0,0.0,2287985.0,0.0,0.0,12300.0,0.0,0.0,2788351.0
24,J,100064,1,2349001,9,607788.0,607386.0,47983514.0,0.0,0.0,488072.0,0.0,78.2,47526877.0
24,J,100064,12,9995000,0,0.0,0.0,47983514.0,0.0,0.0,488072.0,0.0,0.0,47526877.0
24,J,100065,1,2342001,9,3353000.0,3210000.0,300189017.0,823316.0,0.0,307789.0,0.0,93.16,312380430.0
24,J,100065,12,9995000,0,0.0,0.0,300189017.0,823316.0,0.0,307789.0,0.0,0.0,312380430.0
24,J,100066,1,2349099,9,832045.0,830410.0,137017840.0,503519.0,0.0,1224774.0,0.0,162.92,135555920.0
24,J,100066,12,9995000,0,0.0,0.0,137017840.0,503519.0,0.0,1224774.0,0.0,0.0,135555920.0
24,J,100067,1,2362000,9,9070786.0,9084410.0,6067214967.0,797281933.0,0.0,47610426.0,0.0,574.87,5214490627.0
24,J,100067,2,2364000,9,10365927.0,10365927.0,4256340278.0,560530725.0,0.0,14925432.0,0.0,355.09,3680884121.0
24,J,100067,3,2361000,9,2323389.0,2323389.0,692082817.0,40484986.0,0.0,1048703.0,0.0,280.0,650549128.0
24,J,100067,12,9995000,0,0.0,0.0,11015638062.0,1398297644.0,0.0,63584561.0,0.0,0.0,9545923876.0
24,J,100068,1,2365000,9,499457.0,564898.0,131852539.0,15720304.0,0.0,26100.0,0.0,205.53,102655739.0
24,J,100068,12,9995000,0,0.0,0.0,131852539.0,15720304.0,0.0,26100.0,0.0,0.0,102655739.0
24,J,100071,1,2342004,9,6550.0,6550.0,2063331.0,0.0,0.0,69000.0,0.0,304.48,1994331.0
24,J,100071,12,9995000,0,0.0,0.0,2063331.0,0.0,0.0,69000.0,0.0,0.0,1994331.0
24,J,100072,1,2399901,9,6319726.6,6312047.0,1338754234.0,139465304.0,0.0,0.0,0.0,190.0,1200748054.0
24,J,100072,12,9995000,0,0.0,0.0,1338754234.0,139465304.0,0.0,0.0,0.0,0.0,1200748054.0
24,J,100073,1,2142900,27,5117.0,5117.0,3366613064.0,0.0,0.0,14952225.0,0.0,655005.05,3351660839.0
24,J,100073,12,9995000,0,0.0,0.0,3366613064.0,0.0,0.0,14952225.0,0.0,0.0,3351660839.0
24,J,100074,1,2392202,27,2.31,2.65,1192000.0,0.0,0.0,2200.0,0.0,448981.13,1037146.0
24,J,100074,2,2392702,9,3345.45,3800.0,798000.0,0.0,0.0,1600.0,0.0,209.58,701136.0
24,J,100074,3,2392499,9,1682.09,1835.0,601750.0,0.0,0.0,1200.0,0.0,327.28,550506.0
24,J,100074,4,2392401,9,442.91,485.0,555500.0,0.0,0.0,1000.0,0.0,1143.3,506379.0
24,J,100074,12,9995000,0,0.0,0.0,3147250.0,0.0,0.0,6000.0,0.0,0.0,2795167.0
24,J,100075,1,2392204,9,412101.0,418901.0,188505454.0,0.0,0.0,253676.0,0.0,449.39,185195896.0
24,J,100075,12,9995000,0,0.0,0.0,188505454.0,0.0,0.0,253676.0,0.0,0.0,185195896.0
24,J,100076,1,2141999,9,1480230.0,1505410.0,1035849708.0,0.0,0.0,3425028.0,0.0,685.81,1015155993.0
24,J,100076,11,9921100,0,0.0,0.0,72010942.0,0.0,0.0,238103.0,0.0,0.0,71772839.0
24,J,100076,12,9995000,0,0.0,0.0,1107860650.0,0.0,0.0,3663131.0,0.0,0.0,1086928832.0
24,J,100077,1,2392202,27,9.08,9.34,4116660.0,0.0,0.0,0.0,0.0,440755.89,4002063.0
24,J,100077,2,2392702,9,16909.0,17910.0,3846730.0,0.0,0.0,0.0,0.0,214.78,3631734.0
24,J,100077,3,2392499,9,745.0,800.0,261890.0,0.0,0.0,0.0,0.0,327.36,243885.0
24,J,100077,4,2392401,9,1650.0,1652.0,1817600.0,0.0,0.0,0.0,0.0,1100.24,1815400.0
24,J,100077,12,9995000,0,0.0,0.0,10042880.0,0.0,0.0,0.0,0.0,0.0,9693082.0
24,J,100078,1,2392702,9,863212.32,862783.19,108296547.0,0.0,0.0,545861.0,0.0,124.89,107804279.0
24,J,100078,2,2392201,27,414.12,414.08,94545660.0,0.0,0.0,388742.0,0.0,227390.92,94168232.0
24,J,100078,3,2392401,9,395605.41,395492.19,68871011.0,0.0,0.0,246407.0,0.0,173.52,68644250.0
24,J,100078,12,9995000,0,0.0,0.0,271713218.0,0.0,0.0,1181010.0,0.0,0.0,270616761.0
24,J,100080,1,0191301,27,23024.0,22927.0,846251784.0,13566796.0,0.0,125809456.0,0.0,30831.58,709866195.0
24,J,100080,12,9995000,0,0.0,0.0,846251784.0,13566796.0,0.0,125809456.0,0.0,0.0,709866195.0
24,J,100081,1,2331900,27,25080.5,25148.0,439958605.0,0.0,0.0,7837336.0,0.0,17183.13,430961408.0
24,J,100081,12,9995000,0,0.0,0.0,439958605.0,0.0,0.0,7837336.0,0.0,0.0,430961408.0
24,J,100082,1,2331900,27,139.75,139.75,4584360.0,0.0,0.0,0.0,0.0,32804.54,4584360.0
24,J,100082,12,9995000,0,0.0,0.0,4584360.0,0.0,0.0,0.0,0.0,0.0,4584360.0
24,J,100083,1,2413103,12,4965621.09,5006844.94,1258580802.0,0.0,687469494.0,26116236.0,0.0,108.85,540507856.0
24,J,100083,2,2413199,12,1006648.96,1013414.37,835674855.0,0.0,456406536.0,17337512.0,0.0,357.14,359514608.0
24,J,100083,12,9995000,0,0.0,0.0,2094255657.0,0.0,1143876030.0,43453748.0,0.0,0.0,900022464.0
24,J,100084,1,2431000,12,22705911.41,23252075.65,2917892492.0,0.0,1307417212.0,337424141.0,0.0,54.75,1243148647.0
24,J,100084,12,9995000,0,0.0,0.0,2917892492.0,0.0,1307417212.0,337424141.0,0.0,0.0,1243148647.0
24,J,100085,1,2449002,12,80805539.99,78113880.0,4004295400.0,0.0,0.0,348680700.0,0.0,46.8,3781580429.0
24,J,100085,2,2143999,12,10922293.99,10571500.0,789755000.0,0.0,0.0,66415300.0,0.0,68.42,747342275.0
24,J,100085,12,9995000,0,0.0,0.0,4794050400.0,0.0,0.0,415096000.0,0.0,0.0,4528922704.0
24,J,100086,1,2441003,12,13275450.0,13118280.0,104588760.0,0.0,0.0,0.0,0.0,7.97,105841837.0
24,J,100086,2,2449001,12,3357000.0,3357000.0,44599200.0,0.0,0.0,0.0,0.0,13.29,44599200.0
24,J,100086,3,2449002,12,594236.0,594236.0,13767820.0,0.0,0.0,0.0,0.0,23.17,13767820.0
24,J,100086,12,9995000,0,0.0,0.0,162955780.0,0.0,0.0,0.0,0.0,0.0,164208857.0
24,J,100087,1,2441001,12,1612901.0,1612901.0,17096760.0,0.0,0.0,0.0,0.0,10.6,17096760.0
24,J,100087,2,2143901,12,54836.82,54836.82,3254017.0,0.0,0.0,0.0,0.0,59.34,3254017.0
24,J,100087,12,9995000,0,0.0,0.0,20350777.0,0.0,0.0,0.0,0.0,0.0,20350777.0
24,J,100088,1,2441099,12,3860104.0,3860104.0,42461144.0,0.0,0.0,0.0,1614170.0,11.42,44075314.0
24,J,100088,2,2143901,12,23000.0,23000.0,1518000.0,0.0,0.0,0.0,0.0,66.0,1518000.0
24,J,100088,12,9995000,0,0.0,0.0,43979144.0,0.0,0.0,0.0,1614170.0,0.0,45593314.0
24,J,100089,1,2441001,12,957449.03,973069.0,15127364.0,2307564.0,0.0,0.0,0.0,13.17,12614013.0
24,J,100089,12,9995000,0,0.0,0.0,15127364.0,2307564.0,0.0,0.0,0.0,0.0,12614013.0
24,J,100090,1,2441099,12,240000.02,201220.0,3176521.0,484554.0,0.0,11716.0,0.0,13.32,3196801.0
24,J,100090,12,9995000,0,0.0,0.0,3176521.0,484554.0,0.0,11716.0,0.0,0.0,3196801.0
24,J,100091,1,2449002,12,43585543.0,43878542.0,2479137673.0,0.0,0.0,5419343.0,0.0,56.38,2457200074.0
24,J,100091,12,9995000,0,0.0,0.0,2479137673.0,0.0,0.0,5419343.0,0.0,0.0,2457200074.0
24,J,100092,1,2441001,12,2213053.07,2302245.0,16689101.0,170618.0,0.0,413080.0,0.0,7.0,15481459.0
24,J,100092,12,9995000,0,0.0,0.0,16689101.0,170618.0,0.0,413080.0,0.0,0.0,15481459.0
24,J,100093,1,2441001,12,1402051.03,1325658.0,24347169.0,2396329.0,0.0,0.0,0.0,16.56,23215790.0
24,J,100093,12,9995000,0,0.0,0.0,24347169.0,2396329.0,0.0,0.0,0.0,0.0,23215790.0
24,J,100094,1,2441001,12,412405.05,398481.0,3148000.0,0.0,0.0,0.0,0.0,7.9,3258000.0
24,J,100094,12,9995000,0,0.0,0.0,3148000.0,0.0,0.0,0.0,0.0,0.0,3258000.0
24,J,100095,1,2449002,12,14737.01,13200.0,311124.0,0.0,0.0,32569.0,0.0,21.1,310990.0
24,J,100095,2,2143904,12,51675.01,49200.0,2319288.0,0.0,0.0,304483.0,0.0,40.95,2116160.0
24,J,100095,12,9995000,0,0.0,0.0,2630412.0,0.0,0.0,337052.0,0.0,0.0,2427150.0
24,J,100097,1,2653099,14,6110.87,6110.87,2072400.0,0.0,0.0,0.0,0.0,339.13,2072400.0
24,J,100097,2,0291000,9,3755.76,3755.76,1213330.0,0.0,0.0,0.0,0.0,323.06,1213330.0
24,J,100097,12,9995000,0,0.0,0.0,3285730.0,0.0,0.0,0.0,0.0,0.0,3285730.0
24,J,100098,1,2651003,14,34105.67,23024.6,21102597.0,1557734.0,0.0,34095.0,0.0,847.39,28900733.0
24,J,100098,12,9995000,0,0.0,0.0,21102597.0,1557734.0,0.0,34095.0,0.0,0.0,28900733.0
24,J,100099,1,2637000,9,18816787.0,19645148.0,5848862606.0,0.0,0.0,222520316.0,0.0,286.4,5389100884.0
24,J,100099,2,3552009,9,25456820.0,26564736.0,5387104976.0,0.0,0.0,202740733.0,0.0,195.16,4968143758.0
24,J,100099,3,3553003,9,6103447.0,6371404.0,1042396683.0,0.0,0.0,39559167.0,0.0,157.4,960661987.0
24,J,100099,4,3552015,9,600961.0,661274.0,204003587.0,0.0,0.0,7417344.0,0.0,297.28,178656147.0
24,J,100099,5,3921501,27,5002.8,5218.0,345120932.0,0.0,0.0,12856729.0,0.0,63676.54,318561011.0
24,J,100099,6,3921606,9,1674445.0,1674445.0,46805596.0,0.0,0.0,9395304.0,0.0,22.34,37410292.0
24,J,100099,12,9995000,0,0.0,0.0,12874294380.0,0.0,0.0,494489593.0,0.0,0.0,11852534079.0
